day,mean,lower,upper,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016
109,15.6,0.0,55.96285421027606,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,52.0,0.0
110,18.2,0.0,65.35972858276433,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,104.0,0.0
111,18.2,0.0,65.35972858276433,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,104.0,0.0
112,33.8,0.0,117.04061508662703,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,260.0,0.0
113,33.8,0.0,117.04061508662703,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,260.0,0.0
114,33.8,0.0,117.04061508662703,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,260.0,0.0
115,44.199999999999996,0.0,151.0533574577795,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,338.0,0.0
116,44.199999999999996,0.0,151.0533574577795,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,338.0,0.0
117,46.8,0.0,160.72629196107454,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,364.0,0.0
118,46.8,0.0,160.72629196107454,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,364.0,0.0
119,49.4,0.0,169.0,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,364.0,0.0
120,62.4,0.0,204.3561904250745,0.0,0.0,0.0,0.0,234.0,0.0,0.0,26.0,442.0,0.0
121,70.19999999999999,0.0,231.92334401687344,0.0,0.0,0.0,0.0,286.0,0.0,0.0,26.0,494.0,0.0
122,72.79999999999998,0.0,237.97675381239335,0.0,0.0,0.0,0.0,312.0,0.0,0.0,26.0,494.0,0.0
123,101.39999999999998,0.0,342.5280987359208,0.0,0.0,0.0,0.0,312.0,0.0,0.0,26.0,780.0,0.0
124,116.99999999999997,0.0,374.1240945535832,0.0,0.0,0.0,0.0,468.0,0.0,0.0,52.0,780.0,0.0
125,140.39999999999998,0.0,458.92918233656394,0.0,0.0,0.0,0.0,468.0,0.0,0.0,52.0,1014.0,0.0
126,179.39999999999998,0.0,565.077378128404,0.0,0.0,26.0,0.0,598.0,0.0,0.0,78.0,1222.0,0.0
127,181.99999999999997,0.0,609.1365589597781,0.0,0.0,26.0,0.0,598.0,0.0,0.0,104.0,1378.0,0.0
128,181.99999999999997,0.0,609.1365589597781,0.0,0.0,26.0,0.0,598.0,0.0,0.0,104.0,1378.0,0.0
129,197.59999999999997,0.0,662.9128410005466,0.0,0.0,26.0,0.0,702.0,0.0,0.0,104.0,1482.0,0.0
130,226.19999999999996,0.0,740.5796263461452,0.0,0.0,78.0,0.0,728.0,0.0,0.0,130.0,1664.0,0.0
131,265.19999999999993,0.0,863.2056521472016,0.0,0.0,78.0,0.0,806.0,0.0,0.0,208.0,1950.0,0.0
132,291.19999999999993,0.0,970.6362663267247,0.0,0.0,78.0,0.0,832.0,0.0,0.0,208.0,2236.0,0.0
133,363.99999999999994,0.0,1188.0851655017216,0.0,0.0,104.0,26.0,962.0,0.0,0.0,260.0,2730.0,0.0
134,363.99999999999994,0.0,1186.80449682777,0.0,0.0,104.0,26.0,962.0,0.0,0.0,364.0,2730.0,0.0
135,374.4,0.0,1197.5125317962302,0.0,0.0,104.0,52.0,988.0,0.0,0.0,442.0,2730.0,0.0
136,405.59999999999997,0.0,1252.1346064987538,0.0,0.0,104.0,52.0,988.0,0.0,26.0,676.0,2808.0,0.0
137,441.99999999999994,0.0,1315.9249395686109,0.0,0.0,104.0,52.0,1118.0,0.0,26.0,1092.0,2808.0,0.0
138,527.8,0.0,1560.376505640139,0.0,0.0,182.0,52.0,1118.0,0.0,26.0,1352.0,3354.0,0.0
139,559.0,0.0,1739.2997754807886,0.0,0.0,182.0,52.0,1118.0,0.0,26.0,1378.0,3900.0,26.0
140,566.8000000000001,0.0,1758.9389851858718,0.0,0.0,208.0,52.0,1300.0,0.0,26.0,1456.0,3900.0,26.0
141,642.2,0.0,1963.1970325477648,0.0,0.0,260.0,52.0,1404.0,0.0,52.0,1586.0,4342.0,26.0
142,834.6,0.0,2551.773538114305,0.0,0.0,260.0,78.0,1742.0,0.0,182.0,1638.0,5746.0,26.0
143,951.6,0.0,2927.045711731912,0.0,0.0,364.0,78.0,1872.0,0.0,182.0,1690.0,6656.0,26.0
144,998.4,0.0,3073.6756347049422,0.0,0.0,364.0,78.0,1898.0,0.0,260.0,1716.0,7020.0,52.0
145,998.4,0.0,3080.870158249573,0.0,0.0,364.0,104.0,2106.0,0.0,260.0,1716.0,7020.0,52.0
146,1079.0,0.0,3254.2368238883782,0.0,0.0,364.0,130.0,2522.0,0.0,312.0,1794.0,7280.0,52.0
147,1170.0,0.0,3579.3682491474815,0.0,0.0,364.0,156.0,2834.0,0.0,312.0,1794.0,8060.0,52.0
148,1300.0,0.0,3850.3124200771954,0.0,0.0,468.0,182.0,3432.0,0.0,312.0,2054.0,8424.0,52.0
149,1385.8000000000002,0.0,3965.441595260861,0.0,0.0,572.0,208.0,3744.0,26.0,468.0,2236.0,8476.0,52.0
150,1456.0,0.0,4082.3873971674475,0.0,0.0,624.0,208.0,3796.0,26.0,520.0,2600.0,8632.0,156.0
151,1456.0,0.0,4078.517294509228,0.0,0.0,676.0,260.0,3796.0,52.0,520.0,2782.0,8632.0,234.0
152,1536.6,0.0,4254.345065306899,0.0,0.0,832.0,260.0,4082.0,52.0,546.0,2860.0,8918.0,234.0
153,1651.0,0.0,4463.052353708941,0.0,0.0,1040.0,260.0,4160.0,52.0,884.0,3042.0,9308.0,260.0
154,1752.3999999999999,0.0,4571.678921994062,0.0,0.0,1170.0,260.0,4290.0,78.0,1300.0,3380.0,9308.0,260.0
155,1752.3999999999999,0.0,4593.7896318526955,0.0,0.0,1196.0,260.0,4420.0,78.0,1300.0,3614.0,9308.0,260.0
156,1757.6,0.0,4603.654820273145,0.0,0.0,1274.0,338.0,4472.0,78.0,1300.0,3744.0,9308.0,260.0
157,1882.3999999999999,0.0,4917.552292719428,0.0,0.0,1508.0,338.0,4472.0,78.0,1300.0,4316.0,9932.0,260.0
158,2012.3999999999999,0.0,5113.8458305764425,0.0,0.0,1664.0,442.0,4472.0,78.0,1898.0,4394.0,10270.0,286.0
159,2106.0,0.0,5346.184216985201,0.0,0.0,1664.0,468.0,4680.0,104.0,2028.0,4472.0,10764.0,312.0
160,2220.3999999999996,0.0,5535.559055007768,0.0,0.0,1716.0,624.0,5018.0,104.0,2340.0,4550.0,10998.0,312.0
161,2280.2,0.0,5636.976215359016,0.0,0.0,1820.0,676.0,5018.0,260.0,2704.0,4550.0,11232.0,312.0
162,2347.7999999999997,0.0,5823.058660876914,0.0,0.0,1950.0,676.0,5122.0,286.0,2756.0,4602.0,11674.0,312.0
163,2459.6,0.0,6062.9045333415825,0.0,0.0,2080.0,676.0,5200.0,286.0,3224.0,4784.0,12116.0,312.0
164,2587.0,0.0,6414.592982541378,0.0,0.0,2080.0,780.0,5200.0,312.0,3484.0,4966.0,12974.0,338.0
165,2623.3999999999996,0.0,6448.384413040137,0.0,0.0,2314.0,884.0,5252.0,338.0,3536.0,4966.0,13000.0,338.0
166,2644.2,0.0,6469.567020300144,0.0,0.0,2366.0,988.0,5252.0,338.0,3900.0,4992.0,13000.0,338.0
167,2802.7999999999997,0.0,6723.087035409524,0.0,0.0,2548.0,1092.0,5252.0,494.0,4238.0,5512.0,13312.0,338.0
168,2870.3999999999996,0.0,6825.634991754598,0.0,52.0,2574.0,1092.0,5356.0,494.0,4342.0,6084.0,13312.0,390.0
169,2909.3999999999996,0.0,6878.856708417412,0.0,130.0,2626.0,1196.0,5408.0,494.0,4550.0,6084.0,13390.0,390.0
170,2912.0,0.0,6878.530720919731,26.0,130.0,2704.0,1378.0,5616.0,494.0,4550.0,6084.0,13390.0,390.0
171,2914.6,0.0,6871.647106113345,78.0,182.0,2704.0,1378.0,5616.0,676.0,4654.0,6136.0,13416.0,390.0
172,2914.6,0.0,6865.748066068899,78.0,234.0,2704.0,1586.0,5824.0,676.0,4654.0,6136.0,13416.0,416.0
173,3013.3999999999996,0.0,6943.314406192582,104.0,364.0,2704.0,1846.0,5902.0,1092.0,4706.0,6266.0,13494.0,416.0
174,3062.7999999999997,0.0,6984.472316754677,104.0,364.0,2704.0,2314.0,5902.0,1196.0,4992.0,6422.0,13494.0,416.0
175,3122.6,0.0,7062.282119156316,104.0,416.0,2704.0,2496.0,6006.0,1196.0,5070.0,6786.0,13494.0,468.0
176,3260.3999999999996,0.0,7298.10959332144,104.0,468.0,2704.0,2808.0,6032.0,1326.0,5382.0,7072.0,13858.0,468.0
177,3260.3999999999996,0.0,7300.900384853341,130.0,520.0,2756.0,2808.0,6032.0,1326.0,5382.0,7280.0,13858.0,520.0
178,3260.3999999999996,0.0,7276.134298979452,130.0,624.0,2756.0,2990.0,6032.0,1456.0,5538.0,7280.0,13858.0,598.0
179,3325.3999999999996,0.0,7312.030963608244,156.0,624.0,2990.0,3120.0,6032.0,1742.0,5642.0,7280.0,13884.0,676.0
180,3408.6,0.0,7399.124857709822,182.0,702.0,3042.0,3276.0,6266.0,1846.0,5850.0,7462.0,13884.0,754.0
